OTU.rep	Domain	Phylum	Class	Order	Family	Genus
DQ794240.1.1400	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	uncultured
DQ794994.1.1389	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae Sedis
DQ795509.1.1397	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae Sedis
DQ797207.1.1379	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
DQ798145.1.1288	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae Sedis
DQ800002.1.1283	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured
DQ800367.1.1291	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
DQ800552.1.1286	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella
DQ800591.1.1295	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	uncultured
DQ803169.1.1336	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
DQ803277.1.1346	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
DQ804934.1.1393	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae Sedis
DQ806433.1.1386	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae Sedis
DQ807995.1.1390	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
DQ808717.1.1389	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
DQ809421.1.1374	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured
DQ809976.1.1389	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae Sedis
DQ811811.1.1530	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	uncultured
DQ811901.1.1461	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group
DQ811926.1.1477	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	uncultured
DQ814001.1.1413	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
DQ814977.1.1411	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium
DQ824520.1.1399	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
DQ824969.1.1387	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Pseudobutyrivibrio
DQ825315.1.1388	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured
DQ833333.1.1458	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
DQ837230.1.1417	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
DQ847440.1.1439	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges
DQ889882.1.1401	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured
DQ889908.1.1491	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces
DQ889940.1.1461	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	NA	NA
DQ903990.1.1354	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula
DQ906787.1.1476	Bacteria	Acidobacteria	Acidobacteria	Subgroup 6	NA	NA
DQ917808.1.1484	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	EF100-94H03	NA
DQ917825.1.1445	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	uncultured
DQ988266.1.1300	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Simplicispira
DQ988296.1.1248	Bacteria	BD1-5	NA	NA	NA	NA
EF018535.1.1334	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	MNG7	NA
EF018628.1.1367	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	uncultured	NA
EF018696.1.1348	Bacteria	Acidobacteria	Acidobacteria	Subgroup 3	Family Incertae Sedis	Candidatus Solibacter
EF018759.1.1407	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	DA101 soil group	NA
EF018853.1.1402	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	DUNssu371	NA
EF019029.1.1385	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax
EF019122.1.1375	Bacteria	Chloroflexi	JG37-AG-4	NA	NA	NA
EF019490.1.1327	Bacteria	SM2F11	NA	NA	NA	NA
EF019548.1.1395	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured
EF019781.1.1319	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
EF019964.1.1395	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
EF020010.1.1366	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	uncultured
EF020027.1.1381	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	uncultured
EF020041.1.1372	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group
EF020064.1.1389	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus
EF020225.1.1333	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured
EF020230.1.1332	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Nitrobacter
EF020242.1.1400	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured	NA
EF020277.1.1379	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	NA	NA
EF061984.1.1502	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula
EF092160.1.1329	Bacteria	Proteobacteria	Alphaproteobacteria	OCS116 clade	NA	NA
EF092204.1.1475	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26 marine group	NA	NA
EF098465.1.1336	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Allobaculum
EF111178.1.1280	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas
EF111184.1.1290	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azoarcus
EF125399.1.1472	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus
EF154120.1.1410	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus
EF157181.1.1462	Bacteria	Proteobacteria	Gammaproteobacteria	Order Incertae Sedis	Family Incertae Sedis	Methylonatrum
EF157242.1.1448	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Family Incertae Sedis	Constrictibacter
EF159836.1.1209	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodovulum
EF173316.1.1458	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium
EF190071.1.1505	Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus
EF199744.1.1426	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
EF379643.1.1507	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Kangiella
EF421434.1.1451	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
EF423332.1.1419	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Salinibacterium
EF444676.1.1142	Archaea	Thaumarchaeota	South African Gold Mine Gp 1(SAGMCG-1)	NA	NA	NA
EF451709.1.1311	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
EF466117.1.1403	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
EF489447.1.1200	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter
EF516036.1.1385	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	DA111	NA
EF516836.1.1257	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
EF520945.1.1354	Bacteria	Proteobacteria	Betaproteobacteria	SC-I-84	NA	NA
EF522129.1.1527	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria
EF522256.1.1466	Bacteria	Cyanobacteria	Chloroplast	NA	NA	NA
EF522323.1.1311	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Trichormus
EF528260.1.1623	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
EF533951.1.1470	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorubrum
EF554909.1.1479	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pelagibacterium
EF593071.1.1451	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
EF602041.1.1443	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria
EF602488.1.1422	Bacteria	Candidate division OP3	NA	NA	NA	NA
EF613488.1.1622	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
EF644788.1.1317	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis
EF648019.1.1526	Bacteria	NPL-UPA2	NA	NA	NA	NA
EF648128.1.1509	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Pseudidiomarina
EF680224.1.945	Archaea	Thaumarchaeota	AK59	NA	NA	NA
EF687171.1.1366	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	uncultured
EF687174.1.1362	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	uncultured
EF688339.1.1421	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
EF688386.1.1501	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	uncultured	NA
EF999361.1.1495	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	NA
EU050859.1.1480	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	uncultured
EU050866.1.1430	Bacteria	Planctomycetes	BD7-11	NA	NA	NA
EU050870.1.1387	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula
EU050934.1.1452	Bacteria	Lentisphaerae	Lentisphaeria	R76-B128	NA	NA
EU073950.1.1398	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	uncultured
EU104040.1.1453	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium
EU109724.1.1479	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium
EU131945.1.1350	Bacteria	Acidobacteria	Acidobacteria	Subgroup 6	NA	NA
EU132026.1.1366	Bacteria	Acidobacteria	Acidobacteria	Subgroup 6	NA	NA
EU132047.1.1332	Bacteria	Acidobacteria	Acidobacteria	Subgroup 6	NA	NA
EU132056.1.1309	Bacteria	Acidobacteria	Acidobacteria	Subgroup 6	NA	NA
EU132171.1.1372	Bacteria	Acidobacteria	Acidobacteria	Subgroup 6	NA	NA
EU132208.1.1285	Bacteria	Acidobacteria	Acidobacteria	Subgroup 6	NA	NA
EU132389.1.1367	Bacteria	Acidobacteria	Acidobacteria	Subgroup 6	NA	NA
EU132428.1.1367	Bacteria	Acidobacteria	Acidobacteria	Subgroup 6	NA	NA
EU132433.1.1363	Bacteria	Acidobacteria	Acidobacteria	Subgroup 6	NA	NA
EU132480.1.1366	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11 terrestrial group	NA	NA
EU132638.1.1350	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	NA
EU132756.1.1323	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	uncultured	NA
EU132847.1.1290	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
EU133399.1.1323	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium
EU133414.1.1287	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	MND8	NA
EU133418.1.1386	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Family Incertae Sedis	Nordella
EU133497.1.1385	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Family Incertae Sedis	Reyranella
EU133581.1.1316	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	MNG7	NA
EU133886.1.1335	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	uncultured
EU134278.1.1340	Bacteria	Cyanobacteria	SM1D11	NA	NA	NA
EU134332.1.1440	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30	NA	NA
EU135150.1.1382	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4 lineage
EU160529.1.1349	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
EU236235.1.1400	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter
EU236376.1.1346	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured
EU236422.1.1370	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	uncultured
EU246005.1.1441	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Dichotomicrobium
EU250235.1.1378	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella
EU265933.1.1484	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter
EU272861.1.1388	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
EU283400.1.1470	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopococcus
EU283460.1.1347	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	NA
EU283515.1.1353	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	uncultured
EU283524.1.1359	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	uncultured
EU283526.1.1357	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	uncultured
EU287068.1.1499	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax
EU287205.1.1497	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	0319-6G20	NA
EU287404.1.1493	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	uncultured
EU289500.1.1498	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
EU289519.1.1449	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
EU290736.1.1520	Bacteria	Candidate division OP8	NA	NA	NA	NA
EU328022.1.1481	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Sediminibacter
EU328091.1.1500	Bacteria	Bacteroidetes	Cytophagia	Order III Incertae Sedis	Family Incertae Sedis	Gracilimonas
EU330397.1.1498	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Acidiferrobacter
EU335266.1.1450	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured
EU340160.1.1381	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	uncultured
EU340223.1.1414	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylotenera
EU367113.1.1246	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis
EU369118.1.1480	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera
EU369142.1.1495	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus
EU373831.1.1520	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Pseudospirillum
EU373879.1.1463	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	TK34	NA
EU373899.1.1522	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	NA
EU375203.1.1224	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium
EU375208.1.1226	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
EU375846.1.1456	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia
EU385714.1.1430	Bacteria	Chloroflexi	Dehalococcoidia	Sh765B-AG-111	NA	NA
EU385764.1.1481	Bacteria	Candidate division WS3	NA	NA	NA	NA
EU385954.1.1494	Bacteria	Candidate division WS3	NA	NA	NA	NA
EU386034.1.1474	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus
EU386068.1.1460	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
EU386095.1.1490	Bacteria	Proteobacteria	Deltaproteobacteria	Sva0485	NA	NA
EU431749.1.1463	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus
EU434577.1.1448	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter
EU438372.1.1501	Bacteria	Proteobacteria	ARKDMS-49	NA	NA	NA
EU443938.1.1467	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax
EU443967.1.1418	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
EU455556.1.1402	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured
EU459639.1.1367	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
EU460919.1.1410	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
EU461235.1.1291	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured
EU461342.1.1379	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured
EU461384.1.1282	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enterorhabdus
EU463099.1.1392	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	RC9 gut group
EU463467.1.1343	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia
EU463513.1.1388	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured
EU464222.1.1230	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured
EU464766.1.1387	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Weeksella
EU465088.1.1396	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured
EU467769.1.1215	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
EU469865.1.1384	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
EU473623.1.1319	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
EU473673.1.1394	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured
EU474400.1.1275	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enterorhabdus
EU475750.1.1390	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
EU475762.1.1369	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured
EU475812.1.1290	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	uncultured
EU487857.1.1510	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Kistimonas
EU487890.1.1476	Bacteria	Chloroflexi	Dehalococcoidia	vadinBA26	NA	NA
EU487928.1.1475	Bacteria	Chloroflexi	Dehalococcoidia	vadinBA26	NA	NA
EU487937.1.1486	Bacteria	Chloroflexi	Dehalococcoidia	MSBL5	NA	NA
EU488001.1.1503	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	uncultured
EU488054.1.1507	Bacteria	Candidate division OP8	NA	NA	NA	NA
EU488078.1.1455	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	uncultured
EU488133.1.1472	Bacteria	Chloroflexi	Dehalococcoidia	GIF3	NA	NA
EU488185.1.1483	Bacteria	Chloroflexi	Dehalococcoidia	Napoli-4B-65	NA	NA
EU488421.1.1262	Bacteria	Acidobacteria	Acidobacteria	Subgroup 21	NA	NA
EU491064.1.1517	Bacteria	Acidobacteria	Holophagae	Subgroup 10	NS72	NA
EU491112.1.1498	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Acidiferrobacter
EU491279.1.1512	Bacteria	Planctomycetes	OM190	NA	NA	NA
EU491341.1.1513	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured
EU491383.1.1494	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	BD1-7 clade
EU491681.1.1406	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium
EU491723.1.1410	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	uncultured
EU491737.1.1470	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
EU491896.1.1479	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia
EU499677.1.1424	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter
EU499685.1.1454	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella
EU505237.1.1391	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
EU505414.1.1393	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured
EU506361.1.1308	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
EU506605.1.1389	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Allobaculum
EU506812.1.1332	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
EU508268.1.1393	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
EU508852.1.1350	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
EU509055.1.1373	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter
EU528256.1.1234	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus
EU535099.1.1393	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia
EU536385.1.1319	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
EU539706.1.1386	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria
EU542529.1.1483	Bacteria	Candidate division WS3	NA	NA	NA	NA
EU564842.1.1337	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodovulum
EU570907.1.1494	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	uncultured
EU574669.1.1387	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter clade NAC11-7 lineage
EU580514.1.1446	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
EU592332.1.1453	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
